ACV,ADM,ADNT,ALV,APTV,ATVI,AVP,BC,BEAM,BF,BG,BGG,BGS,BLD,BTI,BWA,BYND,CAA,CAG,CCE,CEDC,CHD,CL,CLX,COH,COLM,COTY,CPB,CPO,CPRI,CQB,CRI,CROX,CTB,DAN,DAR,DECK,DF,DHI,DLM,DLPH,DMND,DPS,EA,EK,EL,ELY,ENR,EPC,ERTS,F,FDP,FIZZ,FLO,FOSL,GIII,GIS,GM,GMCR,GNTX,GPC,GPRO,GRMN,GT,GTX,HAIN,HANS,HAR,HAS,HBI,HELE,HLF,HNI,HNZ,HOG,HRL,HSH,HSY,HYH,ICON,INGR,JAH,JCI,JEF,JNY,K,KATE,KBH,KDP,KFT,KHC,KMB,KO,KORS,KRFTV,KTB,LANC,LEA,LEG,LEN,LEVI,LKQ,LKQX,LNCE,LO,LP4018,LUK,LULU,LW,MAT,MATK,MDC,MDLZ,MHK,MIDD,MJN,MKC,MLHR,MNST,MO,MON,NKE,NTY,NUS,NVR,NWL,PEP,PF,PFGC,PG,PHM,PII,PM,POOL,POST,PPC,PTON,PVH,RAH,RAI,REYN,RL,ROKU,RYL,SAM,SEB,SFD,SHOO,SJM,SKX,SMG,SNA,SPB,STZ,SWK,TAP,TBL,TEN,THO,THS,TIVO,TOL,TPR,TPX,TR,TRW,TSLA,TSN,TTWO,TUP,UA,UAA,USFD,UVV,VC,VFC,VNE,VSTO,WBC,WDFC,WHR,WRC,WWAV,WWW,ZNGA
20180409,,5379354.58,1237808.88,2815766.36,,11350414.84,277760.52,1154066.48,,1938034.015,2307149.82,,349835.7,,,2206804.82,,,3277193.68,,,2725281.76,13915596.8,3820257.0,,,1914472.8,1846391.92,,,,1093466.4,,328335.8,830656.96,632609.1,634801.53,175710.08,3326140.8,,2973534.6900000004,,4719218.7,8247714.72,,7456654.88,,785741.04,585205.34,,9589939.44,,,899254.82,,,5686842.36,10177271.38,,1401066.26,2924022.48,,,1416395.04,,739919.04,,,2110113.3,1471205.4,518781.0,1338458.04,346464.0,,1600839.04,2053605.84,,3091807.28,,,2062977.84,,,,,3589267.11,,,,,8250995.69,8566131.66,36980862.15,2091351.04,,,532826.78,2762506.05,1301256.24,1865173.105,,,,,,259770.83,1579780.46,1885333.6,1885862.24,1003831.55,,,13765391.64,3258046.6,,,2857848.18,423209.7,5246328.63,26267381.44,,19124754.0,,811252.26,2125200.0,2742437.88,34427110.65,1425156.3,,44327192.16,1722481.41,1488989.04,34239821.0,1310277.42,1102838.32,,,2584758.67,,,,1373910.2,,,,,,512400.8,3124059.92,1170900.12,,,546187.9,8663239.2,5210485.2,3089207.97,,628371.24,1252243.41,480632.93,,1371414.25,3324057.63,464267.79,,,7873988.31,4830759.57,2481851.96,548967.86,587230.7,672442.8,1045821.78,,757018.08,5412538.88,,,1499210.13,,2401683.46,,,615916.8,
20180508,,5355384.56,1206003.33,2461158.0,,10621706.1,235064.83,1105384.8,,1888925.775,2141113.89,,319000.5,,,2042657.72,,,3134194.36,,,2379484.8,12048698.53,3200380.4,,,1728806.05,1656035.02,,,,1001193.6,,260294.7,726944.82,595426.46,624748.74,166724.04,3186334.18,,2824660.965,,4549962.84,7636255.5,,7017392.74,,723137.52,501597.35,,9256117.52,,,883621.41,,,5252255.46,9789777.14,,1314804.06,2735270.4,,,1275286.68,,638529.6,,,2100506.05,1406084.16,504856.45,1379142.12,304516.8,,1463158.62,2065996.25,,2733192.32,,,1845653.78,,,,,3094075.9,,,,,7105627.78,7662477.7,35007316.07,2195734.64,,,516300.49,2641138.22,1129966.3,1594342.77,,,,,,328780.6,1591808.6,2010770.4,2014730.08,1073310.8,,,12397193.5,2801688.12,,,2694595.83,386267.4,4798805.0,22501737.19,,18730311.25,,835372.15,2241300.0,2830058.01,30291892.12,1516583.6,,38483288.52,1689382.2,1298614.98,26874926.0,1181689.53,1100373.53,,,2593839.15,,,,1282279.05,,,,,,539772.75,2734611.68,815214.0,,,360716.3,8430913.32,4581852.4,2779927.28,,486227.2,1096320.06,459343.5,,1270070.0,3232383.55,435820.25,,,8273872.8,4402209.9,2409093.31,480312.24,596715.9,693918.72,1036269.24,,811722.12,5618766.73,,,1376968.25,,2309064.9,,,606630.08,
20180607,,5576660.88,1135023.56,2936464.65,,12269486.39,180448.2,1271491.2,,2067252.1,2230190.3,,425965.8,,,2201977.98,,,3386653.98,,,2613706.5,12595603.05,3566176.62,,,1429145.0,1473869.32,,,,1178289.09,,299919.0,737059.6,704267.99,817807.32,199955.58,3293393.04,,3460941.9,,4890822.8,9158332.69,,7654017.92,,826246.22,537187.64,,10280493.3,,,855949.5,,,5488734.52,12297898.9,,1504013.67,3038741.3,,,1338666.28,,603496.96,,,2236675.25,1497412.2,553527.2,1433897.11,365162.4,,1576732.56,2211541.8,,2892985.2,,,1836709.71,,,1563129.08,,3655935.42,,,,,7829983.08,8066991.5,37654025.0,1990973.88,,,559253.5,3022668.0,1246434.0,1684886.56,,,,,,875444.33,,2288199.1,2126190.0,1219096.0,,,13321640.64,2944093.16,,,2790024.0,444679.5,4824694.96,24160893.18,,21254307.8,,1037136.85,2341592.82,2610400.32,32517491.0,1732070.66,,42072237.81,1816119.25,1495767.3,28176408.68,1317436.56,1151589.47,,,2809440.0,,,,1700822.04,,,,,,637846.65,2784895.0,901324.96,,,430246.31,8719974.12,4870197.48,2600150.4,,518584.84,1036564.4,616745.43,,1287966.35,2840750.72,484687.91,,,8663479.71,4579593.72,2926520.88,490362.96,793618.32,881060.4,1171838.24,,879593.44,6094791.36,,,1392508.95,,2335830.75,,,732429.32,
20180710,,5547263.2,992506.63,2700126.66,,12575170.08,154478.34,1214609.76,,1711200.88,2127270.36,,430320.8,,,1846557.44,,,3043517.13,,,2815778.88,12237489.01,3791463.25,,,1445376.9,1690153.14,,,,1099508.16,,287327.5,634672.65,708781.64,742816.2,208875.74,3048022.0,,3061801.245,,,9366125.34,,6918181.96,,814639.44,589726.02,,9378946.8,,,835074.7,,,5680151.36,10818333.8,,1366881.56,2915525.77,,,1207050.83,,670380.8,,,2272672.2,1719409.68,565398.35,1348049.68,352804.8,,1518120.16,2176189.64,,2814599.7,,,1732787.1,,,1494518.28,,3776892.72,,,,,8123317.02,7965284.1,36358975.08,2161902.6,,,583993.98,2667674.17,1266302.88,1626968.205,,,,,,3897580.8,,2586267.75,2169506.17,1220679.22,,,13090931.0,2940855.75,,,3047710.77,437784.6,5094657.6,23265670.41,,22123152.0,,942189.5,2168355.5,2711509.02,33412747.35,1680109.44,,42488526.36,1636680.0,1555107.04,27167314.46,1325019.0,1250816.82,,,2497928.48,,,,1517188.96,,,,,,603747.0,2643040.68,880673.46,,,398305.6,7959864.16,4436119.62,2725342.2,,490857.36,1031360.1,638469.09,,1128638.88,2910079.71,480259.75,,,9957553.25,4435179.3,2930356.88,456238.12,857998.16,903448.72,1129721.22,,825068.16,5777159.36,,,1273996.74,,2043564.25,,,711950.52,
20180720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4759586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180807,,6656501.8,1097157.05,2207808.08,,13786073.4,171063.33,1382257.1,,2119223.285,2402751.41,,515902.0,,,2242140.42,,,3563402.99,,,3374235.8,14418809.74,4318140.82,,,1564021.71,1940991.3,,,,1214350.72,,351878.75,766187.45,816055.8,847014.81,220203.68,3702351.4,,3697083.485,,,9744572.5,,7455839.82,,937305.92,717199.76,,9693630.04,,,933524.4,,,6736275.0,11862228.55,,1567299.2,3521940.83,,,1432166.76,,728974.08,,,2793861.28,1978713.66,752593.5,1473623.46,463162.08,,1761063.4,2396213.49,,3385396.91,,,1805773.8,,,1813681.75,,4375519.03,,,1070605.9,,8878741.25,9810974.62,44050661.55,2467141.56,,,698464.48,2947106.93,1410840.17,1846367.6849999998,,,,,,889688.88,,2830939.95,2534779.44,1346664.72,,,15784246.8,2946703.84,,,3516561.72,556622.1,6081106.36,27395286.12,,24334170.18,,999429.15,2279289.18,3137640.57,40219985.0,1952482.32,,50168489.04,1845952.57,1527535.8,33090872.0,1529128.5,1437069.12,,,2918108.16,,,,1853545.36,,,,,,701244.7,3113249.04,928675.44,,,,8712772.12,5690173.43,3058416.0,,580675.6,1146167.4,659873.55,,1228141.06,3345472.88,557606.7,,,9864856.32,4231913.55,3189198.36,462766.26,870679.14,916063.84,1152650.52,,853513.2,7435849.41,1123508.6,,1561574.0,,2086849.8,,,827113.64,
20180907,,7045113.5,1008527.13,1941538.38,,13719621.0,223542.0,1449682.88,,2109378.7800000003,2289700.25,,530913.13,,,2162106.75,,,3615171.0,,,3461055.25,14481497.0,4693582.5,,,1463411.63,1898531.25,,,,1241075.88,,364750.56,710293.13,812601.94,925009.25,172813.98,3821361.5,,3302704.875,,,8698774.0,,7845599.0,,946600.75,760481.5,,9275649.0,,,932562.13,,,6819188.0,11431383.0,,1602699.0,3662697.75,,,1362466.38,,740360.88,,,2822688.25,1581932.63,790422.75,1638789.75,477426.59,,1775165.63,2643329.75,,3511163.5,,,1827851.0,,,1761631.75,,4481706.0,,,1028211.63,,8701809.0,10089530.0,42669312.0,2721071.5,,,761191.19,2689113.75,1493749.13,1848460.205,,,,,,416614.53,,3705925.5,2471253.25,1329433.38,,,15752445.0,3037084.75,,,3786111.75,569635.88,6252246.0,27687158.0,,26357184.0,,1104450.0,2249503.25,2637242.5,39700040.0,1980046.63,,52142204.0,1836734.25,1594865.75,30266964.0,1662968.25,1638733.75,,,2757691.0,,,,1849777.63,,,,,,762986.13,2935681.75,998870.81,,,,8744192.0,5420945.0,3087192.25,,550407.75,1171621.5,732161.31,,1276274.25,3647094.75,639200.63,,,10114961.0,4672687.0,3818881.0,414597.47,891381.31,948736.88,1123670.63,,813905.5,7540195.5,1084996.5,,1552038.75,,2017427.13,,,926371.94,
20181005,,6918961.5,837971.25,1858419.25,,15595712.0,,1426788.75,,2096662.38,2384786.75,,444278.25,,,2198678.0,,,3271413.0,,,3582623.25,14285188.0,4737313.5,,686484.31,1388947.63,1735163.13,,,,1124828.75,,,662486.25,784720.44,875476.13,,3558895.25,,3074336.69,,,9031087.0,,8009312.0,,863269.38,615598.69,,8904438.0,,349393.53,840427.75,,,6289754.5,10863390.0,,1416681.88,3586948.5,,,1360923.75,,594090.75,,,3018941.25,1636362.88,846530.31,1410172.0,473987.38,,1857481.25,2634993.25,,3505638.0,,,1835435.5,,,1563332.38,,4357274.5,,,1026871.25,,8426374.0,9714970.0,43473520.0,2518414.5,,,718595.38,2337110.0,1399178.13,1750610.0,,,,,,4323621.0,,4326296.0,2399198.5,1326414.5,,,15492149.0,2734758.5,,,3929048.5,559449.63,5700949.5,27956822.0,,26675278.0,,1123549.5,2075472.0,2171450.5,38881020.0,1901201.38,856176.31,50942420.0,1593949.5,1449944.88,31168094.0,1659287.88,1608640.38,233795.16,,2724683.5,,,,1870955.13,,,,244862.64,,691032.69,2870104.25,926298.44,,,832679.69,8900147.0,5509658.5,2831029.5,,530964.0,1028589.31,659947.19,,1099304.5,3560473.25,592744.5,,,8774213.0,4331700.5,3862340.0,413575.81,911292.31,973276.5,1647113.25,,669716.13,7470299.5,1177396.63,,1531686.75,,1887293.75,,,911544.13,
20181107,,6082209.0,604293.31,1670050.25,,12106744.0,,1035432.81,,1796092.0,2004853.75,,392709.25,,,1892980.5,,,3869399.5,,,3350664.75,11883500.0,4372743.0,,625459.81,1091376.38,1655729.25,,,,1025162.38,,,514837.63,781877.69,880525.06,,2837639.5,,2556745.33,,,6377698.0,,7084482.0,,806148.06,595431.81,,8597989.0,,258120.41,814939.94,,,6003096.5,11041106.0,,1299921.75,3304702.0,,,1146464.25,257981.02,507850.56,,,2463055.5,1419749.75,748195.38,1287826.75,378217.97,,1460577.25,2728678.25,,3444229.5,,,1648525.75,,,1428721.13,,3810870.5,,,1079468.0,,7860710.0,8339098.0,42146276.0,1902779.38,,,768810.69,2002271.38,1085269.63,1507505.775,,,,,,235687.94,,3504177.0,2631881.75,1073580.5,,,14158511.0,1818937.63,,,4016304.0,451645.66,4835035.0,28197312.0,,22097554.0,,896779.63,1755399.5,1587507.75,36552044.0,,702477.88,50763712.0,1473389.25,1195268.38,31484408.0,1350665.25,1352207.0,212661.72,,2130977.25,,,,1647472.75,,,,239630.0,,570833.88,2833326.25,887984.19,,,674310.88,7691075.0,4100105.75,2754880.0,,440772.88,802043.88,589956.44,,1048980.25,2802656.75,482571.03,,,10454559.0,4077735.75,3373558.75,404422.19,870874.13,944981.38,1452753.5,,530911.69,6196357.5,672338.75,,1304980.25,,1630594.5,,,769906.5,
20181207,,6223330.5,493325.44,1805398.63,,9187746.0,,1107899.5,,1939865.75,1941806.75,,479729.63,,,1993921.63,,,3686598.25,,,3924405.0,13316587.0,5125111.0,,663421.13,904856.63,1819624.75,,,,1036092.5,,,503177.78,868482.81,967322.38,,3085538.0,,2482310.455,,,6191167.0,,7725467.0,,644879.56,543985.19,,8900232.0,,255526.56,875964.75,,,6092047.5,12030416.0,,1463552.25,3677038.0,,,1327299.63,205091.0,448155.0,,,2568202.0,1385729.13,910242.94,1457069.75,403618.5,,1701707.25,2962007.25,,3657182.75,,,1792533.63,,,1530876.5,,3891688.25,,,1175634.0,,7679757.5,9690503.0,46607348.0,1575700.0,,,848585.94,2153022.5,1219457.75,1572454.21,,,,,,845863.94,,3467508.0,2713876.0,1152476.75,,,15937269.0,1958677.75,,,4395150.0,486737.5,5735964.0,24972598.0,,23239424.0,,883668.13,2018800.0,2458427.5,41666656.0,,871975.81,56836044.0,1674181.13,1371677.0,32497726.0,1585285.0,1557288.0,250579.2,,2044656.0,,,,1485073.38,,,,245652.0,,622200.13,2872248.25,880119.0,,,542784.94,7939242.5,4837132.0,2974251.0,,453127.5,818941.38,714360.63,,1077591.5,2709683.75,563329.0,,,11411629.0,4214571.5,3016034.75,458784.56,1028542.13,1070397.13,1739627.38,,525007.81,6384760.5,677185.5,,1552373.88,,1965105.38,,,794381.38,
20190108,,5213104.5,295522.38,1385286.75,,8064992.5,,913810.88,,1795716.75,1711416.0,,430672.28,,,1643202.0,,,2354128.25,,,3674931.75,11716274.0,4465436.0,,566346.13,670340.19,1442454.75,,,,849500.94,,,445196.69,719248.94,845365.63,,2693359.25,,1985262.78,,,5410701.0,,6493031.0,,611782.5,457873.66,,6782237.5,,197941.66,769958.88,,,5269244.0,9964922.0,,1202333.38,3198330.25,,,1079342.0,207299.66,319579.0,,,2148656.25,1022949.19,786161.75,1399473.0,349339.81,,1260972.88,2640953.0,,3411217.75,,,1469986.25,,,1107394.38,,3277676.0,,,1051470.75,,6074881.0,8955342.0,41168080.0,1292920.38,,,783666.69,1789333.0,1060899.88,1356538.28,,,,,,282327.19,,2910249.0,2445208.0,780139.06,,,13208179.0,1674048.5,,,3848176.0,409585.0,4447371.5,21063008.0,,21421418.0,,773739.25,1876482.25,1811967.25,35394148.0,,770123.56,51975520.0,1524157.5,1010565.75,23553528.0,1359107.0,1348982.5,184491.45,,1597810.5,,,,1280938.25,,,,208742.59,,545406.25,2413631.25,698213.69,,,433020.25,6063557.5,4105405.75,2387305.5,,311643.41,591604.0,644321.25,,1013552.5,2219771.25,430974.0,,,10247578.0,3578654.5,2660381.25,348090.81,705917.5,752370.94,1560453.13,,399234.44,5268173.5,466167.47,,1271013.0,,1547584.5,,,685092.88,
20190207,,5659869.5,387160.63,1561466.75,,8104730.5,,982296.75,,1765638.0,1746214.63,,396300.91,,,1915265.25,,,2364256.5,,,3577003.5,12613117.0,4258654.5,,593291.88,787958.19,1534650.5,,,,852212.0,,,573407.69,785309.69,842760.44,,2960727.0,,2522138.78,,,6265955.5,,6744877.5,,678957.63,477660.59,,7730465.5,,228380.16,809441.5,,,5957448.5,11515856.0,,1248603.38,3293760.5,,,1111267.13,264974.25,369349.5,,,2369864.75,1214115.0,686840.75,1404203.75,383024.97,,1350145.0,2595231.75,,3345439.0,,,1572516.0,,,1315587.38,,3361091.5,,,1107064.63,,6720278.0,8672270.0,41455908.0,1434931.88,,,696090.31,2219362.75,1202053.13,1628011.97,,,,,,825952.88,,3503836.0,2382646.5,917765.75,,,15121515.0,1825211.88,,,3385016.0,457757.78,5123896.0,20849634.0,,23437086.0,,817999.0,2034900.0,2046531.75,35758868.0,,805151.19,54039504.0,1615038.0,1096311.63,26815098.0,1358184.63,1391835.88,238014.48,,1857270.38,,,,1425037.75,,,,239578.55,,585741.0,2683669.5,818523.44,,,570702.44,6486895.5,4294408.0,2806012.75,,389733.84,736311.81,732359.63,,1127630.5,2523969.5,545098.63,,,9365338.0,4108454.0,2703346.5,296970.31,816636.0,876596.81,1646918.5,,502937.5,6157793.0,582308.56,,1340374.88,,1907363.38,,,732552.81,
20190307,,5156397.5,366988.31,1539909.63,,6958578.0,,990931.88,,1780006.88,1620054.63,,352238.34,,,1830414.5,,,2457495.75,,,3506284.5,12363404.0,4365420.5,,659188.88,1075074.0,1501745.88,,,,964071.38,,,618609.5,781059.31,934304.25,,2882254.5,,2578420.94,,,6262479.5,,7468460.5,,632547.56,517015.81,,7415201.5,,179842.98,811164.69,,,6081089.5,11214689.0,,1154112.0,3454961.5,,,998395.5,267354.53,381479.97,,,2138461.25,1449257.75,638690.69,1270047.88,366405.56,,1308665.63,2559237.25,,3359027.25,,,1413283.13,,,1233409.25,,3084285.75,,,984547.06,,4466942.5,8755591.0,37588264.0,1482592.75,,,660158.5,2110427.5,1282933.38,1585302.095,,,,,,630853.88,,3432133.25,2198444.0,1075833.0,,,14837621.0,1856812.88,,,3583345.0,472144.97,5499529.0,21312108.0,,23618872.0,,720839.13,1925700.0,1507296.38,35325244.0,,874053.06,53134512.0,1509192.0,1072278.63,29247660.0,1391348.38,1470535.88,222408.69,,1881423.75,,,,1478382.88,,,,230056.34,,569671.31,2608351.5,975101.88,,,532436.94,6081809.5,4329004.5,2500004.75,,374302.81,702779.88,731685.25,,1045928.0,2192729.5,575929.75,,,9391997.0,3937854.25,2151133.5,315613.03,833320.0,917379.13,1656561.88,,539229.69,6151542.0,574589.13,,1553126.25,,1953262.5,,,734868.0,
20190422,,5171028.0,241483.69,1372658.0,,7444565.0,,935685.0,,1879654.13,1604146.88,,344834.81,,,1709014.5,,,2883628.5,,,3749404.75,12642409.0,4402220.0,,652791.88,1109347.5,1573892.0,,,,984113.56,,,543358.44,760499.56,916188.69,,3010064.0,,2394565.345,,,6517735.0,,7734496.0,,611407.44,509738.47,,7344417.5,,149405.23,834784.63,,,6610648.5,10410149.0,,1145299.75,3499929.25,,,899677.38,232203.72,442563.03,,,2107390.75,1385253.0,636968.25,1159474.25,339746.97,,1215506.75,2612328.0,,3417570.5,,,1353309.5,,,1055735.0,,3083543.75,,,1092088.63,,4346629.0,9135147.0,38597316.0,1496299.5,,,656531.13,1817021.25,1182286.63,1569089.42,,,,,,666345.25,,3699365.25,2350043.5,959270.0,,,15432419.0,1661017.0,,,3953284.25,442564.41,4569055.5,23043558.0,,22690974.0,,566470.94,2014376.0,1274769.38,36849684.0,,890354.06,55718360.0,1527370.88,1033592.06,29413186.0,1392841.75,1558403.0,248756.41,,1978151.0,,,,1465902.75,,,,248512.59,,567733.69,2836891.5,961951.81,,,536734.44,6250865.0,4411908.0,2396140.5,,239616.08,695799.75,775503.69,,1037564.38,2017271.63,568049.5,,,8174430.5,4388253.5,2286019.0,264650.69,775443.75,848115.69,1627539.13,,408208.34,6035117.5,424192.75,,1451184.63,,1810759.13,,,701915.88,
20190508,,5357084.5,430422.31,1465251.38,,7897183.5,,952045.13,,1897816.75,1584197.13,,367146.0,,,1858514.38,,,3205490.75,,,3952488.25,13450937.0,4390179.0,,626412.0,1043751.31,1597007.13,,,,1034105.25,,,597265.5,770896.25,986122.94,,3229091.25,,2598922.795,,,6081262.5,,8041739.0,,651687.13,478845.22,,8757372.0,,144928.0,855925.56,,,6586924.5,10949273.0,,1280306.75,3209297.0,,,956715.63,296363.19,417678.44,,,2529489.5,1399973.25,790992.0,1161114.5,343679.03,,1273824.5,2335651.25,,3722527.5,,,1354167.0,,,1160415.38,,3246431.5,,,1139863.75,,4433285.5,9482789.0,40483380.0,1441680.5,,,623094.88,1914627.0,1106527.63,1666413.9,,,,,,687378.94,,3988331.5,2201391.25,899500.13,,,15748703.0,1794003.75,,,4048333.25,488355.59,4998413.5,21839628.0,,23709708.0,,602097.31,2301310.5,1199824.0,38574040.0,,924364.38,57123964.0,1718565.38,1184852.38,28856940.0,1551316.88,1606551.13,300315.59,,2092346.75,,,,1487380.38,,,,260743.64,,609843.94,2991681.5,906140.88,,,603262.88,7560217.5,4758489.5,2583262.25,,237020.95,739456.63,804697.75,,1096670.38,2003612.0,604790.0,,,6984547.0,4749558.0,2350451.5,246234.8,856191.81,926347.69,1703997.5,,400147.22,6567915.0,409354.38,,1457899.5,,1891561.38,,,723132.44,
20190607,,4553757.0,317376.88,1138429.25,,7028715.5,,764683.81,,1760845.38,1565248.88,,305873.25,,,1562042.5,,,2758193.5,,,3882193.0,12728137.0,4046590.25,,584343.19,785404.0,1484243.88,,,,810483.94,,,445140.91,659250.88,940130.13,,3082953.25,,1909067.2349999999,,,5916723.5,,7456816.0,,549514.69,327096.94,,7893041.5,,115313.1,869141.63,,,6259746.5,9272421.0,,1176188.38,3062438.5,,,659074.69,239266.66,385167.09,,,2337019.0,1139574.13,724299.81,905832.19,306365.25,,1109109.88,2284378.0,,3892688.0,,,1078425.63,,,983706.56,,2799555.75,,,1090812.0,,3648472.75,9346073.0,40109388.0,1052384.5,,295344.0,594737.06,1576552.38,985153.94,1572877.19,,,,,,786829.06,,3705241.75,1841845.5,721118.5,,,15580999.0,1765945.38,,,4059068.5,444867.16,5132710.0,19511162.0,,20602166.0,,549634.69,2311533.5,1104989.38,38148352.0,,876560.63,54620820.0,1675581.0,968864.5,25439402.0,1502601.25,1487585.38,281602.41,,1366873.5,,,,1177140.63,,,,233700.0,,500984.56,2933972.25,788854.94,,,509266.22,6235213.5,4085543.0,2189028.75,,106069.74,572067.94,618053.25,,987641.88,1758410.63,620233.19,,,5388156.0,4754129.0,2596681.5,190110.2,824938.94,907326.0,1594080.0,,266214.31,5635555.0,295055.47,,1427049.88,,1548697.25,,,541700.75,
20190705,,4891879.0,452222.91,1313107.75,,7738817.5,,857179.31,,1975636.0,1686898.75,,293716.81,,,1863996.0,,,2758239.0,,,3850335.0,13169936.0,4174084.75,,631909.44,864353.63,1655291.75,,,,942333.94,,,616026.38,702912.63,1096117.13,,3134990.25,,2419582.5,,,6429605.0,,8593902.0,,525813.13,312997.31,,8580566.0,,115502.44,916302.81,,,6731278.5,10878714.0,,1344296.63,3238325.0,,,761985.88,246766.59,419209.81,,,2619067.5,1330796.0,698264.75,925454.69,331227.56,,1217646.75,2363279.25,,3996104.5,,,1175977.5,,,1041669.88,,2850245.5,,,1132359.75,,4133596.75,9807675.0,41846820.0,1118707.5,,277650.19,622634.0,1857583.25,1078542.38,1544988.655,,,,,,557955.0,,4076530.5,1984688.63,826715.06,,,16618125.0,1943064.75,,,4062967.0,562102.5,5347103.0,18961544.0,,22581878.0,,583850.19,2433320.5,1285287.88,39345424.0,,899033.75,58869768.0,1723890.75,1120943.0,26151040.0,1627893.0,1483028.13,283352.41,,1515186.38,,,,1266982.88,,,,239930.92,,569579.13,2804531.0,904172.38,,,476348.44,7048482.5,4690280.5,2251760.0,,119916.17,656159.69,649957.38,,1035906.56,1972146.38,722694.5,,,6598327.0,5094855.5,2735164.75,196884.38,921433.19,1017827.88,1674140.13,,355053.38,6088906.5,410714.38,,1451837.38,,1931540.5,,,522571.5,
20190807,,4803032.5,430896.25,1313274.25,,7792648.5,,894072.94,,1902126.25,1722750.13,,251331.72,,,1634245.25,,,2928313.0,,,3877012.5,12855162.0,4322721.0,,651035.13,685213.44,1662777.5,,,,875039.13,,,502653.5,699555.31,952057.75,,3255518.5,,2531100.39,,,5727322.5,,8429824.0,,557560.0,344102.44,,7794758.5,,109695.6,908681.69,,,6637741.0,11106651.0,,1463652.13,2960897.5,,,665808.88,221788.84,405749.25,,,2928800.75,1215004.13,772093.94,864414.44,312131.84,,1188540.0,2331142.25,,4411689.0,,,1077113.5,,,1129530.13,,3020977.5,,,1073541.0,,4156818.5,9733837.0,42177104.0,1122615.38,,283005.16,635745.63,1646491.88,1093938.88,1480038.125,,,,,,314000.0,,4215254.5,2047160.0,1053974.0,,,16081822.0,1603513.38,,,4052123.75,555188.31,5266425.5,18380976.0,,22566186.0,,460809.47,2354274.5,1151632.0,37396056.0,,963779.13,61799132.0,1677182.75,1132537.25,27150758.0,1571581.63,1493681.88,294033.97,,1390708.75,,,,1136315.5,,,,228571.84,,563720.88,2640206.5,1066076.0,,,432198.75,6869018.0,4667976.5,2113816.5,,95182.16,651428.0,694159.31,,995253.94,1871821.75,769309.81,,,6956918.5,4891794.0,2878852.5,154232.94,826007.38,905866.63,1612306.13,,388757.88,5940248.0,419319.44,,1416125.0,,1921790.75,,,501596.25,
20190906,,4516573.0,370885.97,1261843.25,,8213341.5,,858977.81,,2079515.5,1601125.0,,235919.55,,,1434512.75,,,2920144.0,,,4162521.5,13489516.0,4268738.5,,583936.56,607905.25,1839420.0,,,,876927.25,,,388112.25,648675.0,910356.31,,3559910.75,,2395546.665,,,5888818.5,,9199407.0,,517016.5,319074.25,,7614630.5,,104458.6,890613.63,,,6826467.0,10367508.0,,1439060.0,2794565.75,,,563727.56,156101.77,359854.5,,,2711265.25,1045440.75,814984.56,740072.88,288164.41,,1073977.25,2456040.5,,4677854.0,,,1091361.5,,,1000427.44,,3307738.75,,,1059500.63,,3364556.75,10280005.0,44780764.0,843342.25,,334832.97,603296.5,1482617.88,1036299.38,1610439.315,,,,,,837000.0,,4135684.75,2181808.5,717026.81,,,16854966.0,1549612.25,,,4226313.5,524694.81,4865738.0,17340898.0,,22502688.0,,479234.75,2576884.0,1370213.75,40615784.0,,1042294.06,63905132.0,1828039.25,999331.69,23766632.0,1656465.25,1407523.13,347994.88,,1201505.75,,,,976068.69,,,,235420.27,,549990.31,2535512.75,901645.13,,,488415.53,7240529.0,4266134.5,2043717.13,,93051.12,508590.97,600506.38,,1014876.19,1271234.63,749606.38,,,6595257.0,5812209.0,3147616.5,132832.09,696410.25,740622.19,1873401.25,,412509.56,5655369.5,348148.44,,1447248.38,,1867005.13,,,485913.75,
